country_code	gb_xpd_rsdv_gd_zs	iq_cpa_envr_xq	ms_mil_xpnd_gd_zs	ny_gdp_mktp_cd	ny_gdp_pcap_pp_cd	ny_gnp_mktp_pp_cd	sh_sta_airp_p5	sh_sta_mmrt_ne	sh_sta_traf_p5	sh_xpd_chex_gd_zs	si_pov_dday	si_pov_mdim	si_pov_mdim_xq	sp_dyn_le00_in	sp_dyn_tfrt_in	sp_pop_0014_to_zs	sp_pop_65up_to_zs	year
SDN		2	2.65023238020531	51772232494.854	4415.76952468261	174361570239.824	184.9		25.7	6.40399361				64.663	4.532	41.1881124907425	3.48952162270705	2016
SEN		3.5	1.60661412634119	19040312815.1337	3075.93447930116	44911708617.1489	160.7		23.4	4.26078272				67.078	4.77	43.3775219813307	3.06522438128101	2016
SGP	2.0801		3.1882479457343	318652334419.11	89386.0793999319	469524071593.093	25.9	4	2.8	4.40151834				82.8463414634146	1.2	12.2892461733462	9.76849580287652	2016
SLB		2.5		1378551118.49224	2550.5263303567	1532262905.38614	137		17.4	4.99768019				72.424	4.452	40.4274519806663	3.54757053974732	2016
SLE		3	1.11638235750704	3674794530.18956	1596.62054225985	10434653657.3075	324.1			16.52595901				53.444	4.457	41.6367733257432	2.98988897824674	2016
SLV	0.14515		1.03545351382527	24191440000	8038.62552899494	48462178672.0867	41.9		22.2	7.7171073	2.3	39.3990941091027		72.644	2.079	27.8516074921537	7.92645791638105	2016
SMR				1468377272.13859	57453.8484832653				0	6.74832106								2016
SOM							212.8		27.1					56.324	6.265	46.9433517115482	2.82890382919737	2016
SRB	0.83951		1.747829555282	40692643373.0327	15758.4400524349	105112706146.943	62.5	8	7.4	8.47186947	6.4			75.6878048780488	1.46	15.9772296315221	17.4231584206982	2016
SSA		3.17105263157895	1.21672001392215	1526703538849.83	3667.78282592628	3648557715178.28	187.28527868838		26.8930949770397	5.08541085143467				60.4238384716512	4.84345702962517	43.0015810716252	2.94338286945005	2016
SSD		1	4.60153148570379				165.1		29.9					57.12	4.855	42.2743908664634	3.42229756737999	2016
SSF		3.17105263157895	1.20868678685745	1540370434904.87	3690.86713819238	3679095524586.75	187.0884105376		26.8753643941121	5.09048229838953	41.7			60.44238733816	4.83867140641079	42.9699800401438	2.95305428874729	2016
SST		3.1304347826087		445068532250.106	19177.7055099123	732200765583.06	100.510231874947		18.9755485598657	4.98987275150339				68.9604624233804	2.91937662174616	29.4313378655982	5.86789551132035	2016
STP		3.5		345495358.376319	3889.41270571819	792614758.494514	162.4		27.5	6.43088818				69.67	4.426	43.1310800238157	2.89331634084054	2016
SUR				3128953536.91038	14206.6456138217	7591492999.53856	56.7		14.5	6.27941179				71.358	2.469	27.6810624406962	6.70770134964807	2016
SVK	0.78895		1.11663652630357	89655253976.4258	29656.3660277574	156871877514.928	33.5	7	6.1	7.11145544	1.3	18.1		77.1658536585366	1.48	15.2610353210022	14.5481176691744	2016
SVN	2.01191		1.00619428101331	44736333522.4522	33932.6337842203	68296238157.6117	22.6	5	6.4	8.47909927	0	18.4		81.1756097560976	1.58	14.7789760921025	18.4807709923296	2016
SWE	3.26923		1.05283324716546	515654671469.547	50425.1546275414	503260278996.559	7.2	3	2.8	10.84046745	0.3	18.3		82.3073170731707	1.85	17.3883365475441	19.8401953150298	2016
SWZ			1.9939085866145	3816018484.52711	8705.91319305998	9176857938.63096	137		26.9	6.77650404	29.2			56.962	3.041	38.6457055090813	3.98843084855704	2016
SXM				1263687150.83799	38230.0318635575	1527597323.9219								78.2926829268293				2016
SYC	0.22162		1.53570599195798	1426651768.82189	25681.3127077556	2245383378.88729	49.3		15.9	5.1787982				74.309756097561	2.39	23.3204471842023	7.31271549472364	2016
SYR							75.2		26.5					70.315	2.889	32.3642136030449	4.1457610184606	2016
TCA				1032452000	26352.4493918091	965992136.059766												2016
TCD	0.3005	2.5	3.06847511920839	10097778353.7651	1664.51167153119	23791406629.63	280.1		27.6	4.90541553				53.438	5.947	47.6386483409172	2.4538548489664	2016
TEA	1.91935207559882	2.89285714285714	1.8047721751676	13549821527676.3	12443.1394961915	25042626050465.3	113.345230506158		18.0851558360796	4.77693768607787				74.7936145719037	1.87578391580701	20.7452187212372	8.61793052708436	2016
TEC	0.880498010297068	3.2	3.25098615813353	3485578750338.62	20577.4301358395	9126072233135.31	57.9676556469568		14.0297333039725	5.32550420291373				73.5027179350297	1.91333188731291	20.1610416162035	12.0102795693856	2016
TGO		4	1.85121940433078	4486979198.3066	1453.74759916435	11023673694.766	249.6		29.2	6.60094786				60.22	4.449	41.904494450097	2.82848716323182	2016
THA	0.7802		1.62484667484996	413430123185.367	16618.7621892932	1092384223464.17	61.5	24	32.7	3.76332021	0			76.403	1.537	17.6456607144525	11.0060577653537	2016
TJK	0.10683	3		6952678127.03396	3097.20202723291	31326779891.4301	129.3	7	18.1	7.00427723				70.397	3.618	36.1293410032967	2.95910039026596	2016
TKM				36180000000	13866.3247180798	76445710804.7088	79.3		14.5	6.62111807				67.835	2.887	30.8282683145991	4.15767749464535	2016
TLA	0.728005176565231	3.3125	1.18759199924696	5162837726209.45	15373.3532413852	9179015105642.28	39.1191364713421		17.9975983782297	7.81768958504783				75.0305805363335	2.07666954141067	25.4770046419595	7.78612319389352	2016
TLS		2	0.969826028159199	1650608600	3130.57450404276	5158320093.93941	139.8	129	12.7	4.54700947				68.735	4.156	38.8670273143015	4.39018509162725	2016
TMN		2.75	3.25641843957366	1444324321117.94	10674.5418156835	3873684218287.07	80.6098907294184		17.6200456463381	6.53113374436177				73.1935470729551	2.93126518162217	30.9944195825835	5.17795647069069	2016
TON		3		420540178.571429	6201.05354189967	630469289.624053	73.3		16.8	5.06450272				70.607	3.636	36.1306398504939	5.97332225880771	2016
TSA	0.67111	3.25	2.49828480876793	2923010601938.01	5452.19543485846	9510129300178.8	179.284569126341		20.6415574218229	3.44356314751736				68.9161514390397	2.43806111280007	29.2500568391318	5.54347106563723	2016
TSS		3.17105263157895	1.20868678685745	1540370434904.87	3690.86713819238	3679095524586.75	187.0884105376		26.8753643941121	5.09048229838953				60.44238733816	4.83867140641079	42.9699800401438	2.95305428874729	2016
TTO	0.0941		0.993211608872831	22284780326.8856	26270.0890090715	35697657556.4502	38.6		12.1	7.00930595				73.1	1.753	20.6218240947763	10.0087836464473	2016
TUN	0.60353		2.36081973711756	41801210428.3054	10359.3023964967	113664872520.447	56.1		22.8	6.99717045				76.115	2.238	23.9984182513273	7.82946130753467	2016
TUR	0.94464		2.0644994599208	869683121562.531	26511.3873687795	2093847121200.29	46.6	16	12.3	4.28469229	0.2			76.86	2.092	25.3242680116071	8.05000799783324	2016
TUV		3		36547799.583705	3722.99791244564	63411770.1109812				16.88424873								2016
TZA		3	1.14237264316999	49774021003.0748	2479.26126113064	124836678462.57	139	642	29.2	3.96350336				63.844	5.015	44.5075677818509	2.5637092187766	2016
UGA		3.5	1.25792410173355	29078719933.9986	2083.57829089151	81153945783.1564	155.7	481	29	6.54710674	41.5			61.986	5.242	47.6744554980047	1.90077642490639	2016
UKR	0.48339		3.15477660251022	93355993628.5042	11148.196546631	483248219684.615	70.7		13.7	7.54541159	0			71.4763414634146	1.466	15.434669220634	15.8940764958357	2016
UMC	1.5238594918083	3.27272727272727	1.96111820433719	21338913049379.8	14902.5148087578	40993417088316.9	85.9647163972256		18.0129922462712	5.58175965906164	1.9			74.8583859892153	1.91034084474109	21.4004371747795	8.86919895515167	2016
URY	0.40845		1.87346423818348	52687612262.177	20669.8123564851	67291572981.5448	17.5	25	13.4	9.42438793	0.1			77.498	1.991	20.9417635842575	14.5913311093128	2016
USA	2.76145		3.41894060128079	18714960538000	57951.5840820997	19045164000000	13.3	19	12.4	17.04898262	1			78.5390243902439	1.8205	19.0233424818483	15.0336787501808	2016
UZB	0.18156	3.5		81779012350.8833	6452.92793779539	207853080775.1	81.1	18	11.5	4.96638393				71.171	2.455	28.388549352738	4.14162684514612	2016
VCT		3.5		774429629.62963	12456.9541218053	1354300475.1646	47.6	0		4.1576829				72.193	1.931	23.3576042171041	9.33317497875917	2016
VEN			0.454046014282467				34.6		33.7	5.22611618				72.405	2.317	28.2171520091869	6.6436402757606	2016
VGB																		2016
VIR				3863000000										79.2682926829268	2.09	20.1049267897172	18.1303953832213	2016
VNM				205276172134.901	6573.09633796091	589741573548.919	64.5		26.4	5.65919352	1.9			75.172	2.03	23.0369679453175	6.82469158458086	2016
VUT		3.5		804332795.575017	3005.17902542065	834240848.286166	135.6		15.9	2.84586453				70.021	3.859	38.8959149211368	3.70459526461395	2016
WLD	2.1266606493965	3.13013698630137	2.23592983707728	76368999871236.7	15589.6911790351	115258267665289	114.161139456647		18.1362307358746	9.94662510378635	9.7			72.1807606182002	2.44551849764072	26.0741218255802	8.4267657267491	2016
WSM		3.5		799376439.530168	6328.63340353302	1202494361.27187	85		11.3	5.51336765				72.895	3.976	38.6537126995142	4.59197573701391	2016
XKX		3	0.773671256437376	6719172016.82533	10062.1082638998	18103723637.3237					0.8			71.6463414634146	2.06			2016
YEM		3		30935978723.73			194.2							66.087	3.994	40.3641933247861	2.8256519531947	2016
ZAF	0.81882		1.07552955178529	296357282715.109	12592.4868712328	688184240521.716	86.7		25.9	8.09581757		7	0.03	63.153	2.457	29.2133600471367	5.12221949305616	2016
ZMB		3.5	1.42930471884032	20954754378.1394	3404.66192235731	53992049816.7248	127.2			4.47720718				62.464	4.814	45.8383246377386	2.07070534846608	2016
ZWE		4	1.74249355199766	20548678100	2806.45863058694	35973034626.7689	133		34.7	7.6476202				60.294	3.804	42.665087516467	2.86177852824712	2016
ABW				3056424581.00559	38442.4138382323	3824342328.82359								76.01	1.886	17.9801833608564	13.0734772127631	2017
AFG		2.5	0.945226799939516	18869945677.9599	2058.3838315796	75695088352.0683				11.77723598				64.13	4.633	43.6825260049196	2.5542514703985	2017
AGO			2.42111281269538	122123822333.591	7310.90173803536	204590018767.271				2.79150295				60.379	5.6	46.9530162996215	2.23919656477835	2017
ALB			1.10869638590383	13019693450.8816	13037.0100155002	37559230695.0488				5.01059723	1.3			78.333	1.638	18.0283124879298	13.329073296329	2017
AND				3000180750.11297						6.54431868								2017
ARB		2.58333333333333	6.46561518359633	2516121177762.82	14562.3679656968	6008561186257.87				5.56126614417562				71.6225263455783	3.27655323978472	32.8888126889335	4.46155950155371	2017
ARE				385605506854.881	67183.6265568253	641975592252.713				4.14456415				77.647	1.448	14.5044224309314	1.03467797621702	2017
ARG	0.54152		0.856137916373543	643628665302.668	23597.1177528578	1012879734310.32				10.45704365	0.8			76.372	2.275	24.9267703815041	10.9897071133897	2017
ARM	0.22788		3.84973057654684	11527458565.7334	12115.0570089389	36937299281.0248		7		10.36270523	0.9	26		74.797	1.75	20.4543887834485	11.0966448892298	2017
ASM				602000000														2017
ATG				1467977777.77778	19840.0761229321	1791695103.4755				5.17094231				76.752	1.999	22.2318864879593	8.57523106910066	2017
AUS	1.87372		1.99797392486099	1329188475752.32	48870.5882865827	1169587890497.09				9.20544815				82.5	1.741	19.0650374095674	15.4040208878559	2017
AUT	3.05212		0.756179041980548	417237869115.93	54496.1636938075	474937886989.369		1		10.38262367	0.3	18.1		81.6439024390244	1.52	14.2309193719975	18.9565733220815	2017
AZE	0.18468		3.82145605829879	40865558912.3867	14121.4069355591	133161462622.119		12		3.73651457				72.693	1.75	23.2876635802595	5.98968850174499	2017
BDI		3	1.8706521577989	3172292379.36329	773.571858394255	8362807306.07259		580		7.51763725				60.898	5.502	45.5554940838286	2.18676073257099	2017
BEL	2.70234		0.895316098726133	502698069366.942	50615.3658313943	581035841315.395				10.40608311	0.1	20.6		81.4926829268293	1.65	17.0364792638156	18.5840790882601	2017
BEN		3.5	1.26413751708666	12701656930.6889	3044.51388698516	33647417490.4049				2.6444838				61.174	4.906	42.6685773263257	3.2439514718218	2017
BFA	0.70072	4	1.52974811500054	14106956830.0857	2044.38187401171	37765264713.5699				6.91190195				60.768	5.271	45.1815311583238	2.40863004119056	2017
BGD		3	1.24291781849732	249711027660.253	4161.08971339052	692953262569.39		215		2.27522182				72.052	2.062	28.2245879874421	5.14947500781286	2017
BGR	0.75239		1.24205121858981	58971520599.2509	21370.7826591284	147544861339.814				7.45326805	1.4	38.9		74.8146341463415	1.56	14.4447319823993	20.7576011862959	2017
BHR			4.33877531046373	35473776595.7447	47709.8738136618	67284010435.2343				4.74813128				77.032	2.01	19.8414940069983	2.37230234606539	2017
BHS				12490700000	36297.3070225153	13456760112.3046				6.83129883				73.554	1.762	22.8740946418514	7.06054930518264	2017
BIH	0.20048		0.864182655653223	18080118128.3854	13788.4820641796	46045688886.5085				8.93159008				77.128	1.276	14.7957123995793	15.7497557082224	2017
BLR	0.58411		1.15637996675121	54726595249.1849	18280.1989190642	167024751964.679				5.75974846	0			74.1292682926829	1.541	16.7078878812592	14.5751252006432	2017
BLZ			1.23217975681862	1836600000	7108.86670023719	2489191260.2487				5.70125389				74.365	2.346	30.903560432074	4.61586772724733	2017
BMU				7142316000	81834.9558735543	5441446654.03734								81.4419512195122	1.6			2017
BOL			1.53627769434853	37508642165.3366	8423.69680584065	91495898239.9634				6.4901948	5.8			70.945	2.777	31.5346173965445	7.04587882180194	2017
BRA	1.26326		1.41952663807017	2062831045935.95	14519.8491302518	2961280980576.57		62		9.46933746	4.4			75.456	1.739	21.6838368026363	8.60549199443827	2017
BRB				4978000000	15788.8205162215	4316152743.33284				6.62216997				78.981	1.615	17.6402358925627	15.4109254031695	2017
BRN			2.86512382927019	12128104859.1498	60995.6811141379	27428959648.7296				2.27036428				75.585	1.881	23.495958517974	4.56778169636231	2017
BTN		4		2450364928.07302	11142.3999477275	7585887017.97289				3.24491644	1.5	5.8	0.023	71.129	1.994	26.2193805218338	5.9249184844205	2017
BWA			3.00570072604714	17405588070.4332	17253.2806291006	35058587014.1627		172		6.13456821				68.812	2.91	34.4388412211802	4.08683585176048	2017
CAF		2.5	1.43596760684367	2072350151.13061	912.80205230035	4409011233.54022				6.66541529				52.24	4.796	44.6462300123389	2.83160027702211	2017
CAN	1.67165		1.3495298207653	1649878054226.82	48633.829775434	1756595635890.34				10.78964806	0.2			81.9487804878049	1.4961	15.8700368165769	16.8424915594931	2017
CEB	1.09058860270374		1.52269464657045	1463498188698.06	30018.2364945663	2979941974681.93				6.57809746858492				76.9474653545225	1.56782834700722	14.995177643514	17.9647359774909	2017
CHE	3.37286		0.680614509620009	679950481622.843	67139.0498816081	558210759918.503				11.89515591	0			83.5512195121951	1.52	14.8724946793942	18.4308671298436	2017
CHI														82.766	1.516	15.3268312927993	16.998191681736	2017
CHL	0.35518		1.93093992987915	277044950259.009	23663.8852921125	419006172363.607		10		9.06820488	0.3	20.7		79.909	1.678	20.024196501231	11.1918942478844	2017
CHN	2.14512		1.89602959761441	12310409370892.8	14344.4212394407	19871384207289.5				5.15119171				76.47	1.683	17.9373611027194	10.3451204570585	2017
CIV		3.5	1.25272009379856	51588158717.5348	4830.75170129491	114536013131.385				4.45303488				57.017	4.704	42.1667382098065	2.84055591679499	2017
CMR		3	1.17379348253472	35009262788.15	3554.5251558947	85671150257.274				3.4925251				58.511	4.639	42.8673276351495	2.73139707758745	2017
COD		3	0.73751200778257	38019265625.8845	1059.8107753086	83831229357.8051				4.15728664				60.026	6.017	46.2834669086621	3.01976452615423	2017
COG		2.5	4.312130454255	11198674674.3816	4274.29641446159	21067171138.6444				2.93953753				63.954	4.482	41.9441974134633	2.64316301403234	2017
COL	0.24294		3.20906243683397	311883730690.129	14313.9163862091	687298469474.748		44		7.67864275	4			76.925	1.825	23.5569125467782	8.19908853104178	2017
COM		3		1077439662.5798	3032.25468181699	2481555639.3609				4.64801407				63.912	4.275	39.7724759550407	2.96292382773144	2017
CPV		3.5	0.529982991561681	1769787215.14611	6643.20460974262	3447518123.5678		47		5.36013222				72.57	2.309	29.1831783560125	4.5324819813283	2017
CRI	0.42336		0	58481858042.5721	19112.4088874561	89894854940.6111				7.32879639	1.1	23.0765411694186	0.051299619586723	79.914	1.772	21.5773722341662	9.25051020676152	2017
CSS		3.4		71452564226.3475	15612.302436407	111212895860.04				6.41720689413409				73.5174910656926	2.01075317243327	23.9754378445489	8.61179758008698	2017
CUB	0.43066		2.87240323946139	96851000000				38		11.7113266				78.662	1.637	16.4062997442336	14.778079757275	2017
CUW				3116610111.73184	25475.4896636129	4115499635.2035								78.0170731707317	1.5	19.2793693710377	16.214497799342	2017
CYM				5153091157.77225	69572.496852816	2648767678.95781												2017
CYP	0.56092		1.58944526903003	22729184365.1152	37766.901656904	31527221152.0243				6.73828936	0	25.2		80.672	1.337	16.836628300265	13.4153557157123	2017
CZE	1.79079		0.968686617926097	218628940951.675	38973.5521897142	389524989151.766				7.23133898	0			78.9780487804878	1.69	15.3853751430547	18.9967065230691	2017
DEU	3.03763		1.16360913284787	3682602479929.42	53254.6918650206	4493919482771.18				11.32229614		19		80.9926829268293	1.57	13.4506883625113	21.3714880478767	2017
DJI		2.5		2751461055.59307	4885.22056254083	4817795003.66086				2.46476316	17			65.893	2.785	29.9820251901548	4.45652415689456	2017
DMA		3.5		519837037.037037	11304.3597107511	789737770.599692				5.44028521								2017
DNK	3.046		1.1460161115054	332121063806.391	55516.9052704844	324192732266.204				10.03963375	0.1	17.2		81.1024390243903	1.75	16.4916924766681	19.6594928993276	2017
DOM			0.700998298420367	79997975622.7604	16735.3325859465	167596561470.635				5.83058691	0.7			73.689	2.367	28.2506194174432	6.87998520703305	2017
DZA	0.54243		6.01425332922594	170163165960.516	11737.4093527549	478402210309.423				6.38032866				76.499	3.045	29.6395901838038	6.17720487347554	2017
EAP	1.9329796224832	2.89285714285714	1.78024947045547	14835961478596.2	12986.3222266747	26700391242547.3				4.91107042557096				74.9949516020132	1.87652402875504	20.6254995426617	9.05021424211851	2017
EAR	0.716435542634527	3.18965517241379	2.45755642335533	11399719349294.5	8992.23298314587	28509452043337				5.19967849738979				70.2542044834774	2.51291866017831	29.2257043480219	5.67224415689135	2017
EAS	2.36259187760594	2.89285714285714	1.67790940238819	24222685964338.3	16334.026326688	37796730441997.5				6.57419349280423	1.4			75.8659539130049	1.82594941457219	19.8888060252539	10.3003204593994	2017
ECA	0.913392779185902	3.2	3.13130056262172	3114811233223.44	20874.078572957	8062708207262.52				5.12293768413819				73.4127094788503	1.9034632980598	21.1699957509999	11.4747093722887	2017
ECS	1.96941093702023	3.2	1.63103284585916	21610837008711.6	34110.4968064945	30958971169587.8				9.26200806986797	1.3			77.7854251970124	1.72974246329677	17.9442983306073	16.0936987563606	2017
ECU			2.36126338358467	104295862000	11617.9087583298	190676436568.08		50		8.25742912	3.2		0.1687992	76.584	2.451	28.3616003254264	6.9511403418729	2017
EGY	0.67941		1.42203170028818	235733695652.174	11014.4861365513	1041678981890.3				5.63305616	3.8			71.656	3.37	33.7755380296658	5.1879319584020704	2017
EMU	2.19537296342889		1.34319958196177	12671044522003.4	45788.6871219565	15680627676647.6				10.1582858840224				81.9322152288144	1.54547658282839	15.1046642743205	20.3528671201639	2017
ERI		2								3.76475835				65.538	4.112			2017
ESP	1.2058		1.23067912465853	1312539279462.36	39575.1604698573	1844621981837.85				8.94249249	0.7	26.6		83.2829268292683	1.31	14.7033379846795	19.1458487271796	2017
EST	1.28867		2.01465150878371	26951648828.5789	33937.4546785149	43631787746.8717				6.59183788	0.3	23.4		78.0926829268293	1.59	16.2218904190573	19.3131674485937	2017
ETH	0.27441	3.5	0.666369217322697	81770791970.982	2021.56104599467	213816795462.579				3.50331593				65.872	4.35	41.2507982618484	3.4878304988263	2017
EUU	2.16727345344296		1.34467036874212	14758432346844.8	42848.3493328202	19093459100952.8				9.87900881619217				80.9306588411386	1.55748535875369	15.1464017294899	19.8682343634066	2017
FCS		2.77272727272727	1.79797821803127	1569590877815.66	4773.04890479453	3579863360753.42				4.69282539785979	37.1			61.2047490220343	4.58359643375564	41.2347564437067	3.33327738711757	2017
FIN	2.7569		1.36567850731071	255232257243.53	47501.6323716501	261798549153.674		8		9.14156628	0.1	15.7		81.6317073170732	1.49	16.2511650912268	21.2787526007594	2017
FJI			1.54313704307805	5353404418.66414	13429.3159184274	10852371080.1822				3.18689561				67.252	2.788	29.6512999467781	5.29209911802147	2017
FRA	2.20557		1.91045413294624	2595151045197.65	44826.5074739039	3065039833619.95				11.39050198	0	17		82.5756097560976	1.9	18.1098266879217	19.6689967687709	2017
FRO				2905102303.5333										82.2975609756098	2.5			2017
FSM		2.5		366666800	3492.90856188658	442285610.053141				12.31883812				67.618	3.098	31.9785750814201	3.80678096878673	2017
GAB			1.81048946881181	14929488770.7315	15006.7640910411	29027529828.7639				2.78074527	3.4			65.839	4.008	36.8221392342104	3.58461718026194	2017
GBR	1.69829		1.76663679134126	2666229179958.01	45910.285027946	2995234060269.87				9.82511234				81.2560975609756	1.74	17.63500937043	18.2911350395904	2017
GEO	0.29104		2.06253568333104	16242916915.7203	13589.7073915159	48180654829.8018		24		7.05804443	5			73.414	2.062	19.529121045242398	14.6735263860049	2017
GHA		4	0.401629020725549	58998132329.6173	4996.63870607304	141646107789.028		334		3.32977843				63.463	3.926	37.8200306887033	3.04980535834993	2017
GIB																		2017
GIN		3.5	2.46808393130607	10324668266.5921	2417.79918672692	29033817415.3577				4.27482462				60.706	4.777	44.2483662134694	2.90681953763653	2017
GMB		3.5		1504909753.28746	2072.6524500401	4502345653.44125				3.34084225				61.44	5.281	44.3758020388556	2.61688819990524	2017
GNB		2.5	1.42467488288604	1350177127.5523	1925.23773659951	3526798653.49018				6.84708118				57.673	4.553	42.4860719472471	2.77155258472386	2017
GNQ			1.10036882579998	12200914929.5961	22551.083245578	20954718048.321				3.01081419				58.061	4.599	37.2850439222759	2.48375200673216	2017
GRC	1.13109		2.51634698079516	203588424740.3	28594.1744785607	305858852488.612				7.96522522	0.9	34.8		81.2878048780488	1.35	14.2048072510869	21.3993537979744	2017
GRD		4		1125685185.18519	16217.4998498411	1631169567.08909		0		4.59776449				72.388	2.083	23.3643595432653	9.60369428360121	2017
GRL				2826651925.66902											2.09			2017
GTM	0.028		0.363718887952446	71612352644.9734	8317.36410115835	131000150033.889		112		5.81384373				73.81	2.92	35.0508927890502	4.69631929586632	2017
GUM				5851000000										79.631	2.334	24.8330604269514	9.51296863301295	2017
GUY		2.5	1.64128696985098	4748174334.14044	12005.358645387	9284265203.32938				5.65979004				69.624	2.485	28.5752984306431	6.20712518478578	2017
HIC	2.55481845398157		2.3302853184655	51468319156973.6	48379.567890957696	59641268229582.8				12.4830169071876	0.6			80.5854654535001	1.62650383427068	16.5701450332221	17.6106726795927	2017
HKG	0.79925			341244161576.759	59849.2481763342	461609726417.992								84.6804878048781	1.125	11.475226523003	16.3064671937536	2017
HND	0.04	3.5	1.7335770987945	23136232229.6069	5561.9963118339	49235457099.1837				7.00069904	17.6			74.898	2.496	32.3450927472473	4.56082731034521	2017
HPC		3.13157894736842	1.36016030992149	713187205161.613	2478.82392668619	1842621693998.43				5.17560216598425				62.7486826008412	4.77957907325473	43.1411859843412	3.00873252856438	2017
HRV	0.8645		1.67376307046758	55481644098.0495	26673.7663994272	108402824209.413				6.77827311	0.5	26.4		77.8268292682927	1.42	14.4380264493861	20.0223913942074	2017
HTI		2.5	8.810297312429e-4	14213814582.7938	2980.96085581817	32872760320.8406		732		8.08468342				63.29	2.986	33.6244485022626	4.83543345759921	2017
HUN	1.3486		1.05016762431816	142961605733.026	29832.0971718636	280553237872.408				6.79227543	0.6	25.6		75.8170731707317	1.54	14.3722655591988	18.5778610772262	2017
IBD	1.37796256155224	3.75	1.96117078569685	28864183920440.6	12551.4717363329	58617917533364.6				5.55524218091144				73.2000794205935	2.0777531541489	23.7663213719656	8.1717140390273	2017
IBT	1.3525694939359	3.11486486486486	1.93668975148631	30964942653522.8	10300.4442859241	64331915515644.3				5.46189565541721				70.8640150181123	2.55699375910474	27.647615786438	6.99858745694329	2017
IDA		3.09722222222222	1.55418075028336	2107387269941.84	3677.50921968364	5795373140603.84				4.11478263385202	29.8			63.9364760787108	4.0374957086119	39.17041658047	3.51580504777239	2017
IDB		3.21428571428571	1.80941751806688	922589446187.657	4786.71888683447	2517577132236.62				3.65001174973005				61.8890407820717	4.17581987824673	39.1280723896732	3.42721287039641	2017
IDN	0.2381		0.865256853893906	1015618742565.81	10935.8417542919	2802422575187.42				2.86824059	4.5			71.282	2.336	26.9149014961264	5.68194834038824	2017
IDX		3.06896551724138	1.32003179272232	1185503744780.45	3122.81199824533	3285373934035.24				4.52730388684843				64.973033605933	3.96869213627767	39.1918904979583	3.56073260622329	2017
IMN				6979581724.58172														2017
IND	0.66584		2.50962455841482	2652754685834.59	6185.99389258543	8191428149143.83		143		3.53500652				69.165	2.243	27.4786995727277	5.98311331737929	2017
INX																		2017
IRL			0.30747397588867	335663113507.851	78128.1814790092	298263304592.726				7.15484905		22.7		82.1560975609756	1.77	21.6032763908872	13.5066550900967	2017
IRN	0.83027		3.10518416947631	445345256459.105	14535.8622264762	1174847686171.31				8.65966415	0.3			76.271	2.116	24.2478436298895	6.03870523995975	2017
IRQ	0.04455		3.86203201910565	195473049873.096	10971.9700124802	408986068270.067				4.12501717				70.294	3.762	38.7744678616478	3.23133991061807	2017
ISL	2.10444		0	24488176540.5908	55562.4266236552	18673233568.2131		0		8.3432579		12.8		82.6609756097561	1.71	19.9896528934517	14.4255412045109	2017
ISR	4.81602		5.52850637896624	353253406982.751	38966.6626965191	337245887054.027		2		7.49766827				82.5512195121951	3.11	27.9446442971777	11.725446660346	2017
ITA	1.37744		1.36460876766366	1961796197354.36	41784.6247136637	2543341417407.71				8.6777401	1.4	28.9		82.9463414634147	1.32	13.4750705252017	22.4996889509015	2017
JAM			0.972264314134326	14806340821.0871	9598.37095744956	27235168352.477				6.14377928				74.267	1.993	24.0142246361331	8.69333152563913	2017
JOR			4.84102868747567	41408960786.8028	10010.3949558156	97405588013.1908				8.11925125				74.292	2.849	34.8862228834041	3.81025937162491	2017
JPN	3.21254		0.933306110064556	4866864409657.68	40858.8843834886	5364983572337.71				10.79634285				84.099756097561	1.43	12.8143904375377	27.1094794248515	2017
KAZ	0.12972		0.870507373743477	166805800595.704	24862.9661245889	399678715598.354				3.12588406	0			72.95	2.73	27.9148600452245	7.1368232522322	2017
KEN		3.5	1.28102938901278	78965004656.1823	4046.20842543927	199324373582.831				4.8369956				65.909	3.572	40.3500123513719	2.25610560588208	2017
KGZ	0.10707	2.5	1.60480325752568	7702934800.12836	5046.69153549093	29771394476.3694				6.18586302	1.1			71.2	3	32.1806772602308	4.41280746681642	2017
KHM		3	2.09646106124702	22177200511.5811	3928.37368825169	58986036499.7483				5.928473				69.289	2.53	31.272428607452	4.41083740193033	2017
KIR		3		187276210.91355	2237.33640890115	488705808.475131				10.77510738				67.851	3.61	35.1460256837015	3.82452390546436	2017
KNA				996944444.444444	25360.0910245678	1254930909.96574				5.69199848								2017
KOR	4.55324		2.42148900075187	1623901496835.79	41001.0668862273	2114477220937.47				7.10694933				82.6268292682927	1.052	13.2254992840496	13.8522477555421	2017
KWT	0.08118		5.63458504554492	120707220573.689	50855.499959604	238367977934.553				5.29526615				75.311	2.083	21.4224554183712	2.38246157206715	2017
LAC	0.747697398355294	3.25	1.21662663349426	5425412038876.07	15558.8337154777	9141890453014.45				8.16267025832742				75.0852306959688	2.05991856292228	25.1153237319604	8.00383895206917	2017
LAO		3.5		16853087485.4118	7257.80793165273	47800441427.6112				2.52514863				67.277	2.709	32.8829352937243	3.99155189064919	2017
LBN			4.50513980065137	53140638269.1211	16005.2570426061	108596513314.89				8.44765568				78.833	2.097	26.5880455578541	6.74623605425308	2017
LBR		3	0.405984613343552	3285455000	1515.64325045424	6469862956.51871				8.15604591				63.295	4.387	41.4787166758893	3.22270771332556	2017
